victor_id	ncbi_gene_id	ogg_iri	reference_annotation
1036	1166033	http://purl.obolibrary.org/obo/OGG_3001166033	MUTATION: B abortus  bacA mutant exhibited decreased survival in macrophages and greatly accelerated clearance from experimentally infected mice compared to the virulent parental strain [PMID:10741969]. R meliloti bacA gene encodes a putative cytoplasmic membrane transport protein required for symbiosis [PMID:10741969]. The BacA  protein is essential for the long-term survival of Sinorhizobium meliloti and Brucella abortus within acidic compartments in plant and animal cells , respectively. Mutation study showed that B. abortus BacA affects the distribution of LPS fatty acids, including a very-long-chain fatty acid thought to be unique to the alpha-proteobacteria[PMID:10741969].
1040	1166107	http://purl.obolibrary.org/obo/OGG_3001166107	MUTATION: A B. suis purF mutation experiment suggests that the purine biosynthesis pathway contributes to intracellular growth [PMID:12761078].
1045	1166180	http://purl.obolibrary.org/obo/OGG_3001166180	MUTATION: No function has been assigned to the B. melitensis 16M wbkB gene either by homology search or functionally, because deletion of wbkB did not interfere with the O-antigen structure [PMID:11081580].  
1048	1166184	http://purl.obolibrary.org/obo/OGG_3001166184	MUTATION: gmd may be involved in perosamine synthesis. It has been shown to be in LPS synthesis since its B. melitensis mutation induces rough phenotype [PMID:15099501]. 
1056	1166279	http://purl.obolibrary.org/obo/OGG_3001166279	MUTATION: A single mutation of PepN leads to a significant decrease in the growth rate, thus PepN seems to play a more prominent role than do the other proteases [PMID:12933870].
1059	1166372	http://purl.obolibrary.org/obo/OGG_3001166372	MUTATION: B. abortus purN gene is essential for intracellular growth in HeLa cells as shown from transposon mutagenesis study [PMID:12761078]. 
1071	1166677	http://purl.obolibrary.org/obo/OGG_3001166677	MUTATION: A study with miniTn5 mutants of B. suis constitutively expressing gfp indicates that B. suis glnA gene is required for intracellular multiplication in human macrophage THP-1 cells [PMID:12438693].
1077	1166792	http://purl.obolibrary.org/obo/OGG_3001166792	MUTATION: The NtrY protein is a sensor of an ntr-related regulon which may be part of the glnALG operon. This  mutant has a weakly attenuated phenotype (reduction of 1.2 log units versus the wild type at 48 h postinfection) which could be explained by a pleiotropic effect on the ntr regulon, since the ntrC  mutant did not show such a phenotype [PMID:10678941].
1078	1166793	http://purl.obolibrary.org/obo/OGG_3001166793	MUTATION: ntrC encodes for a response regulator subfamily (NtrC). A B suis ntrC isogenic mutant was constructed which showed no significant differences in growth rates compared to the wild-type strain when grown at different temperatures in vitro. However, the mutant exhibited a reduction in metabolic activity in the presence of many amino acids. The mutation did not affect survival or multiplication of B suis in macrophages, but during the initial stages of infection in the murine brucellosis model, the ntrC mutant showed a reduced ability to multiply rapidly in splenic tissue [PMID:10373105]. 
1088	1167073	http://purl.obolibrary.org/obo/OGG_3001167073	MUTATION: A study with miniTn5 mutants of B. suis constitutively expressing gfp indicates that B. suis serB gene is required for intracellular multiplication in human macrophage THP-1 cells [PMID:12438693].
1089	1167146	http://purl.obolibrary.org/obo/OGG_3001167146	MUTATION: Brucella abortus pnc mutant via mini-Tn5Km2 transposon mutagenesis has intracellular growth defect inside HeLa cells [PMID:12761078]. Nicotinamidasepyrazinamidase mutant (pncA mutant) of Brucella abortus failed to replicate in HeLa cells, and showed a lower rate of intracellular replication than that of wild-type strain in macrophages [PMID:12761078]. The pncA mutant was not co-localizing with either late endosomes or lysosomes. The pncA mutant showed a 1.5-log reduction of the number of bacteria isolated from mouse spleens after 10 weeks [PMID:12761078]. It indicates that the mutant has reduced virulence in mice.  
1090	1167147	http://purl.obolibrary.org/obo/OGG_3001167147	MUTATION: Brucella abortus pnc mutant via mini-Tn5Km2 transposon mutagenesis has intracellular growth defect inside HeLa cells [PMID:15135535]. Nicotinamidasepyrazinamidase mutant (pncA mutant) of Brucella abortus failed to replicate in HeLa cells, and showed a lower rate of intracellular replication than that of wild-type strain in macrophages [PMID:15135535]. The pncA mutant was not co-localizing with either late endosomes or lysosomes. The pncA mutant showed a 1.5-log reduction of the number of bacteria isolated from mouse spleens after 10 weeks [PMID:15135535]. It indicates that the mutant has reduced virulence in mice.  
1091	1167178	http://purl.obolibrary.org/obo/OGG_3001167178	MUTATION: aspC encodes for an aminotransferase. B.abortus aspC mutant obtained from randomized miniTn5Km2 transposon mutagenesis showed decreased intracellular survival inside HeLa cells. So B. abortus aspC gene is essential for HeLa cell intracellular growth [PMID:12761078].
1101	1167474	http://purl.obolibrary.org/obo/OGG_3001167474	MUTATION: pyc is one B. suis gene identified by signature-tagged mutagenesis. It is essential for survival and mulitplication in macrophages [PMID:10678941].
1108	1167684	http://purl.obolibrary.org/obo/OGG_3001167684	MUTATION: A study with miniTn5 mutants of B. suis constitutively expressing gfp indicates that B. suis lysA gene is required for intracellular multiplication in human macrophage THP-1 cells [PMID:12438693].
1112	1167793	http://purl.obolibrary.org/obo/OGG_3001167793	MUTATION: The two-component BvrSBvrR system is essential for Brucella abortus virulence. Disruption of BvrSBvrR damages the outer membrane, thus contributing to the severe attenuation manifested by bvrS and  bvrR   mutants. The bvrS and  bvrR mutants are avirulent in mice, show reduced invasiveness to epithelial cells and macrophages, and are incapable of inhibiting lysosome fusion and replicating intracellularly [PMID:12218183].     Mutations in the  bvrR or bvrS genes hamper the penetration of B abortus in non-phagocytic cells and impairs intracellular trafficking and virulence. BvrRBvrS mutants do not recruit small GTPases of the Rho subfamily required for actin polymerization and penetration to cells. Dysfunction of the BvrRBvrS system alters the outer membrane permeability, the expression of several group 3 outer membrane proteins and the pattern of lipid A acylation. Constructs of virulent B abortus chimeras containing heterologous LPS from the bvrS(-) mutant demonstrated an altered permeability to cationic peptides similar to that of the BvrRBvrS  mutants. It is hypothesized that the Brucella BvrRBvrS is a system devoted to the homeostasis of the outer membrane and, therefore in the interface for cell invasion and mounting the required structures for intracellular parasitism [PMID:12218183].    In contrast to S2308 and S19, bvrS and bvrR mutant strains poorly invade HeLa cells and are rapidly targeted to cathepsin D- containing compartments [PMID:12218183].     B abortus bvrS  bvrR mutants display reduced invasiveness and virulence [PMID:12218183].    Brucella bvrS and  bvrR  null mutants are defective in several outer membrane proteins, mainly Omp3a (former Omp25) and Omp3b as well as in the structure of the LPS molecule, but the O chain seems to be intact [PMID:12218183].     Because bvrR and bvrS mutants are also altered in cell-surface hydrophobicity, permeability, and sensitivity to surface- targeted bactericidal peptides, it is proposed that BvrRBvrS controls cell envelope changes necessary to transit between extracellular and intracellular environments [PMID:12218183].     BvrR/BvrS  mutants are avirulent in mice, show reduced invasiveness in cells, and are unable to inhibit lysosome fusion and to replicate intracellularly [PMID:12218183].
1113	1167794	http://purl.obolibrary.org/obo/OGG_3001167794	MUTATION: The two-component BvrSBvrR system is essential for Brucella abortus virulence. Disruption of BvrSBvrR damages the outer membrane, thus contributing to the severe attenuation manifested by bvrS and  bvrR   mutants. The bvrS and  bvrR mutants are avirulent in mice, show reduced invasiveness to epithelial cells and macrophages, and are incapable of inhibiting lysosome fusion and replicating intracellularly [PMID:12218183].     Mutations in the  bvrR or bvrS genes hamper the penetration of B abortus in non-phagocytic cells and impairs intracellular trafficking and virulence. BvrRBvrS mutants do not recruit small GTPases of the Rho subfamily required for actin polymerization and penetration to cells. Dysfunction of the BvrRBvrS system alters the outer membrane permeability, the expression of several group 3 outer membrane proteins and the pattern of lipid A acylation. Constructs of virulent B abortus chimeras containing heterologous LPS from the bvrS(-) mutant demonstrated an altered permeability to cationic peptides similar to that of the BvrRBvrS  mutants. It is hypothesized that the Brucella BvrRBvrS is a system devoted to the homeostasis of the outer membrane and, therefore in the interface for cell invasion and mounting the required structures for intracellular parasitism [PMID:12218183].    In contrast to S2308 and S19, bvrS and bvrR mutant strains poorly invade HeLa cells and are rapidly targeted to cathepsin D- containing compartments [PMID:12218183].     B abortus bvrS  bvrR mutants display reduced invasiveness and virulence [PMID:12218183].    Brucella bvrS and  bvrR  null mutants are defective in several outer membrane proteins, mainly Omp3a (former Omp25) and Omp3b as well as in the structure of the LPS molecule, but the O chain seems to be intact [PMID:12218183].     Because bvrR and bvrS mutants are also altered in cell-surface hydrophobicity, permeability, and sensitivity to surface- targeted bactericidal peptides, it is proposed that BvrRBvrS controls cell envelope changes necessary to transit between extracellular and intracellular environments [PMID:12218183].     BvrR/BvrS  mutants are avirulent in mice, show reduced invasiveness in cells, and are unable to inhibit lysosome fusion and to replicate intracellularly [PMID:12218183].
1115	1167830	http://purl.obolibrary.org/obo/OGG_3001167830	MUTATION: The role of Phosphatidylcholine (PC) in Brucella abortus was examined by generating mutants in pcs (BApcs) and pmtA (BApmtA), which encode key enzymes of the two bacterial PC biosynthetic routes, the choline and methyl-transferase pathways. In rich medium, BApcs and the double mutant BApcspmtA but not BApmtA displayed reduced growth, increased phosphatidylethanolamine and no PC, showing that Pcs is essential for PC synthesis under these conditions. In minimal medium, the parental strain, BApcs and BApmtA showed reduced but significant amounts of PC suggesting that PmtA may also be functional Probing with phage Tb, antibiotics, polycations and serum demonstrated that all mutants had altered envelopes. In macrophages, BApcs and BApcspmtA showed reduced ability to evade fusion with lysosomes and establish a replication niche. In mice, BApcs showed attenuation only at early times after infection, BApmtA at later stages and BApcspmtA throughout. The results suggest that Pcs and PmtA have complementary roles in vivo related to nutrient availability and that PC and the membrane properties that depend on this typical eukaryotic phospholipid are essential for Brucella virulence [PMID:16882035]. 
1117	1172643	http://purl.obolibrary.org/obo/OGG_3001172643	MUTATION: pla mutant is attenuated in mice [PMID:1439793].
1118	1172651	http://purl.obolibrary.org/obo/OGG_3001172651	MUTATION: yopE mutants are attenuated after oral or intraperitoneal infection in mice, but are not attenuated after intravenous infection in mice [PMID:2191183].
1119	1172664	http://purl.obolibrary.org/obo/OGG_3001172664	MUTATION: yopK mutant has an increased LD50 dose in mice, and infected mice died after 5 days as compared to mice infected with the wild type died after just 3 days [PMID:3002984].
1121	1172671	http://purl.obolibrary.org/obo/OGG_3001172671	MUTATION: yopM mutant is attenuated in mice compared to the wild type [PMID:2401564].
1122	1172673	http://purl.obolibrary.org/obo/OGG_3001172673	MUTATION: yopD mutants are unable to induce cytotoxicity in HeLa cells  [PMID:1937815].
1123	1172674	http://purl.obolibrary.org/obo/OGG_3001172674	MUTATION: yopB mutant is avirulent in mouse model, fails to elicit a cytotoxic response in cultured HeLa cells and is unable to inhibit phagocytosis by macrophage-like J774 cells [PMID:8918459].
1124	1172675	http://purl.obolibrary.org/obo/OGG_3001172675	MUTATION: lcrH mutant is avirulent in mice [PMID:2707857].
1125	1172676	http://purl.obolibrary.org/obo/OGG_3001172676	MUTATION: lcrV mutants are avirulent in mice [PMID:7730287].
1126	1172694	http://purl.obolibrary.org/obo/OGG_3001172694	MUTATION: lcrF mutant is attenuated in mice [PMID:14742535].
1127	1172712	http://purl.obolibrary.org/obo/OGG_3001172712	MUTATION: yopH mutants are unable to resist phagocytosis by J774 cells, while wild type Yersinia is able to resist phagocytosis [PMID:8809758].
1128	1172717	http://purl.obolibrary.org/obo/OGG_3001172717	MUTATION: ypkA mutants of Y. pseudotuberculosis are attenuated in mice [PMID:8441468].
1129	1172837	http://purl.obolibrary.org/obo/OGG_3001172837	MUTATION: caf1M mutants are attenuated in mice [PMID:14711524].
1130	1172838	http://purl.obolibrary.org/obo/OGG_3001172838	MUTATION: caf1A mutants are attenuated in mice [PMID:14711524].
1131	1172888	http://purl.obolibrary.org/obo/OGG_3001172888	MUTATION: relA spoT deletion mutants are attenuated in mice [PMID:19701461].
1132	1173000	http://purl.obolibrary.org/obo/OGG_3001173000	MUTATION: dam mutant is attenuated in mice [PMID:16188402].
1133	1173020	http://purl.obolibrary.org/obo/OGG_3001173020	MUTATION: crp mutant is attenuated in mice [PMID:20086087].
1134	1173219	http://purl.obolibrary.org/obo/OGG_3001173219	MUTATION: hfq mutant is highly attenuated in mice after subcutaneous or intravenous injection and has attenuated survival in macrophages [PMID:19593436].
1135	1173302	http://purl.obolibrary.org/obo/OGG_3001173302	MUTATION: arcA mutant is attenuated in mice [PMID:14742535].
1136	1173841	http://purl.obolibrary.org/obo/OGG_3001173841	MUTATION: YPO1003 mutant is attenuated in mice [PMID:14742535].
1137	1173899	http://purl.obolibrary.org/obo/OGG_3001173899	MUTATION: dnaE mutant is attenuated in mice [PMID:14742535].
1138	1173948	http://purl.obolibrary.org/obo/OGG_3001173948	MUTATION: smpB ssrA mutant is attenuated in mice [PMID:20065026].
1139	1173949	http://purl.obolibrary.org/obo/OGG_3001173949	MUTATION: smpB ssrA mutant is attenuated in mice  [PMID:20065026].
1140	1174028	http://purl.obolibrary.org/obo/OGG_3001174028	MUTATION: YPO1179 mutant is attenuated in mice [PMID:14742535].
1141	1174143	http://purl.obolibrary.org/obo/OGG_3001174143	MUTATION: psaE mutants are attenuated in mice [PMID:2164509].
1142	1174145	http://purl.obolibrary.org/obo/OGG_3001174145	MUTATION: psaA mutants have a 100-fold reduced 50% lethal dose in mice  [PMID:2164509].
1143	1174228	http://purl.obolibrary.org/obo/OGG_3001174228	MUTATION: yadBC mutant (yadB is YPO1387) is attenuated in mice and is less invasive to HeLa cells than the wildtype [PMID:18025093].
1144	1174229	http://purl.obolibrary.org/obo/OGG_3001174229	MUTATION: yadBC (yadC is YPO1388) mutant is attenuated in mice and is less invasive of HeLa cells than the wild-type [PMID:18025093].
1145	1174473	http://purl.obolibrary.org/obo/OGG_3001174473	MUTATION: phoP mutants have a reduced ability to survive in J774 macrophage cell cultures and under conditions of low pH and oxidative stress in vitro. The mean lethal dose of the phoP mutant in mice was increased 75-fold in comparison with that of the wild-type strain [PMID:10816493].
1146	1174499	http://purl.obolibrary.org/obo/OGG_3001174499	MUTATION: mgtC mutants are defective in early intracellular survival in macrophages compared to wild type Y. pestis [PMID:16790745].
1147	1174696	http://purl.obolibrary.org/obo/OGG_3001174696	MUTATION: a Y. pestis ail deletion mutant was rapidly killed by sera from all mammals tested except mice [PMID:18025094].
1148	1174745	http://purl.obolibrary.org/obo/OGG_3001174745	MUTATION: psn mutant is unable to grow on iron-deficient media at 37 degrees C [PMID:7896707].
1149	1174750	http://purl.obolibrary.org/obo/OGG_3001174750	MUTATION: irp2 mutants are unable to grow at 37 degrees in iron deficient media [PMID:7896707].
1150	1174752	http://purl.obolibrary.org/obo/OGG_3001174752	MUTATION: ybtP mutant is avirulent in mouse bubonic plague model [PMID:10231486].
1151	1174831	http://purl.obolibrary.org/obo/OGG_3001174831	MUTATION: YPO1994 mutant is attenuated in mice [PMID:14742535].
1152	1174861	http://purl.obolibrary.org/obo/OGG_3001174861	MUTATION: YPO2027 mutant is attenuated in mice [PMID:14742535].
1153	1174901	http://purl.obolibrary.org/obo/OGG_3001174901	MUTATION: lpxM (msbB) mutant is avirulent in mice and guinea pigs [PMID:17913308].
1154	1175024	http://purl.obolibrary.org/obo/OGG_3001175024	MUTATION: a Y. pestis ail deletion mutant was rapidly killed by sera from all mammals tested except mice [PMID:18025094].
1155	1175206	http://purl.obolibrary.org/obo/OGG_3001175206	MUTATION: slyA (rovA) mutant is attenuated in mice [PMID:16938880].
1156	1175228	http://purl.obolibrary.org/obo/OGG_3001175228	MUTATION: lpp deletion mutant is attenuated in mice [PMID:19737605].
1157	1175273	http://purl.obolibrary.org/obo/OGG_3001175273	MUTATION: yfeAB mutant is attenuated when given subcutaneously to mice and is avirulent when given to mice intravenously [PMID:10231495].
1158	1175274	http://purl.obolibrary.org/obo/OGG_3001175274	MUTATION: yfeAB mutant is attenuated when given subcutaneously to mice and is avirulent when given to mice intravenously [PMID:10231495].
1159	1175305	http://purl.obolibrary.org/obo/OGG_3001175305	MUTATION: YPO2471 mutant is attenuated in mice [PMID:14742535].
1160	1175340	http://purl.obolibrary.org/obo/OGG_3001175340	MUTATION: ompX mutants are attenuated in their ability to attach to and invade HeLa cells [PMID:17768237].
1161	1175516	http://purl.obolibrary.org/obo/OGG_3001175516	MUTATION: pgm mutant of Y. pestis is attenuated in mice [PMID:12009274].
1162	1175620	http://purl.obolibrary.org/obo/OGG_3001175620	MUTATION: YPO2793 mutant is attenuated in mice [PMID:14742535].
1163	1175694	http://purl.obolibrary.org/obo/OGG_3001175694	MUTATION: guaBA operon mutant is highly attenuated in mice [PMID:20096773].
1164	1175695	http://purl.obolibrary.org/obo/OGG_3001175695	MUTATION: guaBA operon mutant is highly attenuated in mice [PMID:20096773].
1165	1175729	http://purl.obolibrary.org/obo/OGG_3001175729	MUTATION: a Y. pestis ail deletion mutant was rapidly killed by sera from all mammals tested except mice [PMID:18025094].
1166	1175766	http://purl.obolibrary.org/obo/OGG_3001175766	MUTATION: YPO2947 mutant is attenuated in mice [PMID:14742535].
1167	1175866	http://purl.obolibrary.org/obo/OGG_3001175866	MUTATION: YP03045 mutant is attenuated in mice [PMID:14742535].
1168	1175898	http://purl.obolibrary.org/obo/OGG_3001175898	MUTATION: purK mutant is attenuated in mice [PMID:14742535].
1169	1176173	http://purl.obolibrary.org/obo/OGG_3001176173	MUTATION: nlpD mutant is attenuated in mice [PMID:19759820].
1170	1176174	http://purl.obolibrary.org/obo/OGG_3001176174	MUTATION: pcm mutant is attenuated in mice [PMID:14742535].
1171	1176197	http://purl.obolibrary.org/obo/OGG_3001176197	MUTATION: relA spoT deletion mutants are attenuated in mice [PMID:19701461].
1172	1176215	http://purl.obolibrary.org/obo/OGG_3001176215	MUTATION: yadBC double mutant is less invasive of HeLa cells compared to the wild type and decreased virulence in bubonic plague in mice [PMID:18025093].
1173	1176324	http://purl.obolibrary.org/obo/OGG_3001176324	MUTATION: greA mutants are attenuated in mice [PMID:14742535].
1174	1176554	http://purl.obolibrary.org/obo/OGG_3001176554	MUTATION: purH mutant is attenuated in mice [PMID:14742535].
1175	1176811	http://purl.obolibrary.org/obo/OGG_3001176811	MUTATION: YPO3973 mutant is attenuated in mice [PMID:14742535].
1176	1176822	http://purl.obolibrary.org/obo/OGG_3001176822	MUTATION: yapE mutant is attenuated in mice and has impaired colonization in bubonic plague model [PMID:18936182].
1177	1246630	http://purl.obolibrary.org/obo/OGG_3001246630	MUTATION: leuO mutant exhibited wild-type levels of epithelial invasion but highly reduced transepithelial migration of PMN [PMID:15182677].
1178	1246837	http://purl.obolibrary.org/obo/OGG_3001246837	MUTATION: gmhA mutants have reduced epithelial cell invasion and reduced transepithelial migration of PMN compared to the wild type [PMID:15182677].
1179	1247108	http://purl.obolibrary.org/obo/OGG_3001247108	MUTATION: cstA mutants have reduced epithelial cell invasion and reduced transepithelial migration of PMN compared to the wild type [PMID:15182677].
1180	1247535	http://purl.obolibrary.org/obo/OGG_3001247535	MUTATION: sigE mutant is less invasive than the wild type in both HEp-2 and CHO cell lines [PMID:9537377].
1181	1247536	http://purl.obolibrary.org/obo/OGG_3001247536	MUTATION: sigD mutant is less invasive than the wild type in both HEp-2 and CHO cell lines [PMID:9537377].
1182	1247855	http://purl.obolibrary.org/obo/OGG_3001247855	MUTATION: pcgL mutant is attenuated in pigs [PMID:17526851].
1183	1248080	http://purl.obolibrary.org/obo/OGG_3001248080	MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
1184	1248081	http://purl.obolibrary.org/obo/OGG_3001248081	MUTATION: ssaM mutant is attenuated in mice [PMID:15491354].
1185	1248093	http://purl.obolibrary.org/obo/OGG_3001248093	MUTATION: sseD mutant is attenuated in mice [PMID:11159962].
1186	1248094	http://purl.obolibrary.org/obo/OGG_3001248094	MUTATION: sseC mutant is attenuated in mice [PMID:11159962].
1187	1248101	http://purl.obolibrary.org/obo/OGG_3001248101	MUTATION: spiC mutant cannot survive within macrophages and is attenuated in mice [PMID:10406797].
1188	1248507	http://purl.obolibrary.org/obo/OGG_3001248507	MUTATION: fliC mutants were attenuated in orally inoculated chicks [PMID:11731137].
1189	1248939	http://purl.obolibrary.org/obo/OGG_3001248939	MUTATION: ssaV and aroC double mutants are attenuated in humans [PMID:19745519].
1190	1249300	http://purl.obolibrary.org/obo/OGG_3001249300	MUTATION: prgK mutants are attenuated in their ability to invade HEp-2 cells [PMID:10816487].
1191	1249301	http://purl.obolibrary.org/obo/OGG_3001249301	MUTATION: prgJ mutants are attenuated in their ability to invade HEp-2 cells [PMID:10816487].
1192	1249313	http://purl.obolibrary.org/obo/OGG_3001249313	MUTATION: A SipC nucleation-deficient mutant, which maintained its effector translocation activity, had significantly reduced ability to induce actin cytoskeleton rearrangements, resulting in lower bacterial invasion into HeLa cells [PMID:15720547].
1193	1249316	http://purl.obolibrary.org/obo/OGG_3001249316	MUTATION: spaS mutant was 30-fold reduced for invasion into HEp-2 cells when compared with the wild-type strain [PMID:10692170].
1194	1249317	http://purl.obolibrary.org/obo/OGG_3001249317	MUTATION: spaR mutant is severely impaired in entry to Henle-407 cells  [PMID:8751894].
1195	1249318	http://purl.obolibrary.org/obo/OGG_3001249318	MUTATION: spaQ mutant is severely impaired in entry to Henle-407 cells [PMID:8751894].
1196	1249319	http://purl.obolibrary.org/obo/OGG_3001249319	MUTATION: spaP mutant is severely impaired in entry to Henle-407 cells [PMID:8751894].
1197	1249320	http://purl.obolibrary.org/obo/OGG_3001249320	MUTATION: spaO mutant is severely impaired in entry to Henle-407 cells [PMID:8751894].
1198	1249321	http://purl.obolibrary.org/obo/OGG_3001249321	MUTATION: invJ mutants are defective for entry into cultured epithelial cells [PMID:7752894].
1199	1249322	http://purl.obolibrary.org/obo/OGG_3001249322	MUTATION: invI mutants are defective for entry into cultured epithelial cells [PMID:7752894].
1200	1249329	http://purl.obolibrary.org/obo/OGG_3001249329	MUTATION: invH mutants are attenuated in calves [PMID:9529064].
1201	1251088	http://purl.obolibrary.org/obo/OGG_3001251088	MUTATION: cstA mutants have reduced epithelial cell invasion and reduced transepithelial migration of PMN compared to the wild type [PMID:15182677].
1203	1195796	http://purl.obolibrary.org/obo/OGG_3001195796	MUTATION: A study with miniTn5 mutants of B. suis constitutively expressing gfp indicates that B. suis lysA gene is required for intracellular multiplication in human macrophage THP-1 cells [PMID:12438693].
1212	1195978	http://purl.obolibrary.org/obo/OGG_3001195978	MUTATION: pyc is one B. suis gene identified by signature-tagged mutagenesis. It is essential for survival and mulitplication in macrophages [PMID:10678941].
1231	1196227	http://purl.obolibrary.org/obo/OGG_3001196227	MUTATION: aspC encodes for an aminotransferase. B.abortus aspC mutant obtained from randomized miniTn5Km2 transposon mutagenesis showed decreased intracellular survival inside HeLa cells. So B. abortus aspC gene is essential for HeLa cell intracellular growth [PMID:12761078].
1233	1196256	http://purl.obolibrary.org/obo/OGG_3001196256	MUTATION: Brucella abortus pnc mutant via mini-Tn5Km2 transposon mutagenesis has intracellular growth defect inside HeLa cells [PMID:15135535]. Nicotinamidasepyrazinamidase mutant (pncA mutant) of Brucella abortus failed to replicate in HeLa cells, and showed a lower rate of intracellular replication than that of wild-type strain in macrophages [PMID:15135535]. The pncA mutant was not co-localizing with either late endosomes or lysosomes. The pncA mutant showed a 1.5-log reduction of the number of bacteria isolated from mouse spleens after 10 weeks [PMID:15135535]. It indicates that the mutant has reduced virulence in mice.  
1235	1196326	http://purl.obolibrary.org/obo/OGG_3001196326	MUTATION: A study with miniTn5 mutants of B. suis constitutively expressing gfp indicates that B. suis serB gene is required for intracellular multiplication in human macrophage THP-1 cells [PMID:12438693].
1248	1196578	http://purl.obolibrary.org/obo/OGG_3001196578	MUTATION: The NtrY protein is a sensor of an ntr-related regulon which may be part of the glnALG operon. This  mutant has a weakly attenuated phenotype (reduction of 1.2 log units versus the wild type at 48 h postinfection) which could be explained by a pleiotropic effect on the ntr regulon, since the ntrC  mutant did not show such a phenotype [PMID:10678941].
1255	1196690	http://purl.obolibrary.org/obo/OGG_3001196690	MUTATION: A study with miniTn5 mutants of B. suis constitutively expressing gfp indicates that B. suis glnA gene is required for intracellular multiplication in human macrophage THP-1 cells [PMID:12438693].
1270	1196952	http://purl.obolibrary.org/obo/OGG_3001196952	MUTATION: B. abortus purN gene is essential for intracellular growth in HeLa cells as shown from transposon mutagenesis study [PMID:12761078]. 
1292	1197199	http://purl.obolibrary.org/obo/OGG_3001197199	MUTATION: A B. suis purF mutation experiment suggests that the purine biosynthesis pathway contributes to intracellular growth [PMID:12761078].
1297	1197264	http://purl.obolibrary.org/obo/OGG_3001197264	MUTATION: B abortus  bacA mutant exhibited decreased survival in macrophages and greatly accelerated clearance from experimentally infected mice compared to the virulent parental strain [PMID:12270820]. R meliloti bacA gene encodes a putative cytoplasmic membrane transport protein required for symbiosis [PMID:12270820]. The BacA  protein is essential for the long-term survival of Sinorhizobium meliloti and Brucella abortus within acidic compartments in plant and animal cells , respectively. Mutation study showed that B. abortus BacA affects the distribution of LPS fatty acids, including a very-long-chain fatty acid thought to be unique to the alpha-proteobacteria[PMID:12270820].
1300	1197322	http://purl.obolibrary.org/obo/OGG_3001197322	MUTATION: B. suis pyrD mutation study indicated that pyrimidine synthesis pathway contributes to intracellular growth [PMID:12761078]. 
1317	1197597	http://purl.obolibrary.org/obo/OGG_3001197597	MUTATION: Brucella pgm encodes the phosphoglucomutase. The B. abortus pgm mutant (B2211) lacks the O antigen. However, the core region of the mutant LPS migrated in Tricine-PAGE electrophoresis in a position that was indistinguishable from that of the wild type core. Although the exponential intracellular replication of the  pgm mutant was delayed by approximately 20 h with respect to that of the wild type, the high number of recoverable bacteria at 48 h postinfection indicates that  mutant  strain B2211 replicates inside HeLa host cells [PMID:12525425].    B abortus phosphoglucomutase (pgm) insertional mutants  were attenuated in vivo but not in vitro [PMID:12525425].
1320	1197626	http://purl.obolibrary.org/obo/OGG_3001197626	MUTATION: rpsA is a B. suis gene identified by signature-tagged mutagenesis [PMID:10678941].
1323	1197746	http://purl.obolibrary.org/obo/OGG_3001197746	MUTATION: The two-component BvrSBvrR system is essential for Brucella abortus virulence. Disruption of BvrSBvrR damages the outer membrane, thus contributing to the severe attenuation manifested by bvrS and  bvrR   mutants. The bvrS and  bvrR mutants are avirulent in mice, show reduced invasiveness to epithelial cells and macrophages, and are incapable of inhibiting lysosome fusion and replicating intracellularly [PMID:11401996].     Mutations in the  bvrR or bvrS genes hamper the penetration of B abortus in non-phagocytic cells and impairs intracellular trafficking and virulence. BvrRBvrS mutants do not recruit small GTPases of the Rho subfamily required for actin polymerization and penetration to cells. Dysfunction of the BvrRBvrS system alters the outer membrane permeability, the expression of several group 3 outer membrane proteins and the pattern of lipid A acylation. Constructs of virulent B abortus chimeras containing heterologous LPS from the bvrS(-) mutant demonstrated an altered permeability to cationic peptides similar to that of the BvrRBvrS  mutants. It is hypothesized that the Brucella BvrRBvrS is a system devoted to the homeostasis of the outer membrane and, therefore in the interface for cell invasion and mounting the required structures for intracellular parasitism [PMID:11401996].    In contrast to S2308 and S19, bvrS and bvrR mutant strains poorly invade HeLa cells and are rapidly targeted to cathepsin D- containing compartments [PMID:11401996].     B abortus bvrS  bvrR mutants display reduced invasiveness and virulence [PMID:11401996].    Brucella bvrS and  bvrR  null mutants are defective in several outer membrane proteins, mainly Omp3a (former Omp25) and Omp3b as well as in the structure of the LPS molecule, but the O chain seems to be intact [PMID:11401996].     Because bvrR and bvrS mutants are also altered in cell-surface hydrophobicity, permeability, and sensitivity to surface- targeted bactericidal peptides, it is proposed that BvrRBvrS controls cell envelope changes necessary to transit between extracellular and intracellular environments [PMID:11401996].     BvrR/BvrS  mutants are avirulent in mice, show reduced invasiveness in cells, and are unable to inhibit lysosome fusion and to replicate intracellularly [PMID:11401996].
